"Kingdom","Phylum","Class","Order","Family","Genus","Species"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Labriformes","F_Labridae","G_Bodianus","s_Bodianus axillaris"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Clupeiformes","F_Clupeidae","G_Clupea","s_Clupea pallasii"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Clupeiformes","F_Clupeidae","G_Clupea","s_Clupea pallasii"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Clupeiformes","F_Engraulidae","G_Encrasicholina","s_Encrasicholina punctifer"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Clupeiformes","F_Engraulidae","G_Stolephorus","s_Stolephorus indicus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Ophidiiformes","F_Bythitidae","G_Alionematichthys","s_Alionematichthys riukiuensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Ophidiiformes","F_Bythitidae","G_Alionematichthys","s_Alionematichthys riukiuensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Ophidiiformes","F_Bythitidae","G_Alionematichthys","s_Alionematichthys riukiuensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Aulopiformes","F_Synodontidae","G_Saurida","s_Saurida gracilis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Aulopiformes","F_Synodontidae","G_Saurida","s_Saurida gracilis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Aulopiformes","F_Synodontidae","G_Saurida","s_Saurida gracilis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Aulopiformes","F_Synodontidae","G_Saurida","s_Saurida gracilis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Aulopiformes","F_Synodontidae","G_Saurida","s_Saurida gracilis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Aulopiformes","F_Synodontidae","G_Saurida","s_Saurida gracilis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Aulopiformes","F_Synodontidae","G_Saurida","s_Saurida gracilis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Aulopiformes","F_Synodontidae","G_Saurida","s_Saurida gracilis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Salmoniformes","F_Salmonidae","G_Salmo","s_Salmo labrax"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Albuliformes","F_Albulidae","G_Albula","s_Albula glossodonta"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Albuliformes","F_Albulidae","G_Albula",NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Moringuidae","G_Moringua","s_Moringua javanica"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Moringuidae","G_Moringua",NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Anguillidae","G_Anguilla","s_Anguilla bicolor"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Anguillidae","G_Anguilla","s_Anguilla bicolor"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Anguillidae","G_Anguilla","s_Anguilla bicolor"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Anguillidae","G_Anguilla","s_Anguilla bicolor"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Anguillidae","G_Anguilla","s_Anguilla bicolor"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Congridae","G_Conger","s_Conger cinereus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Uropterygius","s_Uropterygius macularius"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax",NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Scuticaria","s_Scuticaria tigrina"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Scuticaria","s_Scuticaria tigrina"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Scuticaria","s_Scuticaria tigrina"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Scuticaria","s_Scuticaria tigrina"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Scuticaria","s_Scuticaria tigrina"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes",NA,NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Anarchias",NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Anarchias",NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Anarchias",NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Anarchias","s_Anarchias seychellensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Anarchias",NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Anarchias",NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Uropterygius","s_Uropterygius micropterus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Uropterygius","s_Uropterygius micropterus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Uropterygius","s_Uropterygius micropterus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Uropterygius","s_Uropterygius micropterus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Uropterygius","s_Uropterygius micropterus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes",NA,NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes",NA,NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax melatremus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax melatremus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax fuscomaculatus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Enchelycore","s_Enchelycore carychroa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Enchelycore","s_Enchelycore carychroa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Enchelycore","s_Enchelycore bayeri"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Enchelycore","s_Enchelycore bayeri"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Enchelycore","s_Enchelycore bayeri"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Enchelycore","s_Enchelycore bayeri"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Enchelycore","s_Enchelycore bayeri"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Enchelycore","s_Enchelycore bayeri"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Enchelycore","s_Enchelycore bayeri"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Enchelycore","s_Enchelycore bayeri"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Enchelycore","s_Enchelycore bayeri"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Enchelycore","s_Enchelycore bayeri"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Enchelycore","s_Enchelycore bayeri"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax pictus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna nebulosa"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax javanicus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax fuscomaculatus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax",NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax",NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax fuscomaculatus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax",NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax fuscomaculatus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax fuscomaculatus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae",NA,NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax zonipectis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax zonipectis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax",NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax",NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax berndti"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax chilospilus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax chilospilus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax chilospilus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax chilospilus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax chilospilus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax chilospilus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax chilospilus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax chilospilus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax chilospilus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax chilospilus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax fuscomaculatus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax fuscomaculatus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax fuscomaculatus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax fuscomaculatus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna polyzona"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna polyzona"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna polyzona"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna polyzona"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna polyzona"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Echidna","s_Echidna polyzona"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax richardsonii"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax richardsonii"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax richardsonii"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax richardsonii"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax richardsonii"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax richardsonii"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax richardsonii"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax richardsonii"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax enigmaticus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax enigmaticus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax enigmaticus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax enigmaticus"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax chlorostigma"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax chlorostigma"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax",NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax",NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax",NA
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
"K_Animalia","P_Chordata","C_Actinopterygii","O_Anguilliformes","F_Muraenidae","G_Gymnothorax","s_Gymnothorax buroensis"
